Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,No,35,Bank Transfer,quarterly,35,2,64,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,No,23,Cash,bi-weekly,23,1,21,3,3,1,331,At Risk,Hibernating & Lost
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,quarterly,15,2,36,4,2,2,422,New Shoppers,Potential & Promising
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46,Credit Card,annually,46,3,81,1,1,4,114,High-Value At Risk,High Risk & Need Attention
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,No,14,Bank Transfer,bi-weekly,14,1,54,4,3,3,433,Potential Loyal,Potential & Promising
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,No,17,Cash,every 3 months,17,2,63,4,2,3,423,Potential Loyal,Potential & Promising
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,No,9,Cash,weekly,9,1,59,5,3,3,533,Potential Loyal,Potential & Promising
3096,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,No,13,Venmo,fortnightly,13,1,53,4,3,3,433,Potential Loyal,Potential & Promising
3097,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,monthly,20,2,63,4,2,3,423,Potential Loyal,Potential & Promising
3098,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,No,39,Bank Transfer,quarterly,39,2,33,2,2,1,221,At Risk,Hibernating & Lost
3099,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,No,50,Bank Transfer,quarterly,50,2,64,1,2,3,123,Dormant Shoppers,Hibernating & Lost
3100,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21,Bank Transfer,bi-weekly,21,1,98,3,3,5,335,Loyal Buyers,Champions & Loyal
3101,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,No,3,Bank Transfer,weekly,3,1,85,5,3,5,535,Needs Engagement,High Risk & Need Attention
3102,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9,PayPal,fortnightly,9,1,82,5,3,4,534,Needs Engagement,High Risk & Need Attention
3103,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29,Cash,bi-weekly,29,1,85,3,3,5,335,Loyal Buyers,Champions & Loyal
3104,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3,No,2-Day Shipping,No,No,42,Bank Transfer,weekly,42,1,37,1,3,2,132,Dormant Shoppers,Hibernating & Lost
3105,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5,No,2-Day Shipping,No,No,41,Debit Card,fortnightly,41,1,56,1,3,3,133,At Risk (Strong),Hibernating & Lost
3106,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17,Debit Card,monthly,17,2,33,4,2,1,421,New Shoppers,Potential & Promising
3107,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20,PayPal,annually,20,3,57,4,1,3,413,Active Regulars,Potential & Promising
3108,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18,Credit Card,bi-weekly,18,1,31,4,3,1,431,Potential Loyal,Potential & Promising
3109,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7,PayPal,monthly,7,2,69,5,2,4,524,Active Regulars,Potential & Promising
3110,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47,Bank Transfer,fortnightly,47,1,92,1,3,5,135,At Risk (Strong),Hibernating & Lost
3111,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2,Bank Transfer,bi-weekly,2,1,46,5,3,2,532,Potential Loyal,Potential & Promising
3112,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25,Debit Card,quarterly,25,2,81,3,2,4,324,Needs Engagement,High Risk & Need Attention
3113,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,No,26,Venmo,annually,26,3,97,3,1,5,315,Active Regulars,Potential & Promising
3114,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2,Debit Card,weekly,2,1,93,5,3,5,535,Needs Engagement,High Risk & Need Attention
3115,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45,Venmo,bi-weekly,45,1,56,1,3,3,133,At Risk (Strong),Hibernating & Lost
3116,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9,Bank Transfer,bi-weekly,9,1,53,5,3,3,533,Potential Loyal,Potential & Promising
3117,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,weekly,1,1,66,5,3,3,533,Potential Loyal,Potential & Promising
3118,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3,No,Free Shipping,No,No,4,PayPal,bi-weekly,4,1,50,5,3,2,532,Potential Loyal,Potential & Promising
3119,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,quarterly,31,2,97,2,2,5,225,At Risk (Strong),Hibernating & Lost
3120,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21,Credit Card,every 3 months,21,2,79,3,2,4,324,Needs Engagement,High Risk & Need Attention
3121,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4,No,Store Pickup,No,No,32,Debit Card,fortnightly,32,1,76,2,3,4,234,At Risk (Strong),Hibernating & Lost
3122,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16,Venmo,weekly,16,1,38,4,3,2,432,Potential Loyal,Potential & Promising
3123,23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3,No,Express,No,No,34,Credit Card,fortnightly,34,1,45,2,3,2,232,Dormant Shoppers,Hibernating & Lost
3124,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,No,40,Venmo,bi-weekly,40,1,77,2,3,4,234,At Risk (Strong),Hibernating & Lost
3125,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,No,4,Cash,every 3 months,4,2,51,5,2,2,522,Active Regulars,Potential & Promising
3126,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4,No,Standard,No,No,3,Cash,quarterly,3,2,26,5,2,1,521,Active Regulars,Potential & Promising
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,No,28,Bank Transfer,bi-weekly,28,1,76,3,3,4,334,Needs Engagement,High Risk & Need Attention
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43,Credit Card,every 3 months,43,2,94,1,2,5,125,At Risk (Strong),Hibernating & Lost
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,No,20,Cash,annually,20,3,32,4,1,1,411,New Shoppers,Potential & Promising
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,No,40,Venmo,every 3 months,40,2,20,2,2,1,221,At Risk,Hibernating & Lost
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34,Venmo,every 3 months,34,2,20,2,2,1,221,At Risk,Hibernating & Lost
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,11,Bank Transfer,every 3 months,11,2,59,4,2,3,423,Potential Loyal,Potential & Promising
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,No,26,Cash,quarterly,26,2,97,3,2,5,325,Needs Engagement,High Risk & Need Attention
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29,Cash,bi-weekly,29,1,68,3,3,3,333,Potential Loyal,Potential & Promising
3135,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,No,47,Bank Transfer,weekly,47,1,66,1,3,3,133,At Risk (Strong),Hibernating & Lost
3136,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,No,48,Venmo,fortnightly,48,1,85,1,3,5,135,At Risk (Strong),Hibernating & Lost
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,No,29,Cash,bi-weekly,29,1,32,3,3,1,331,At Risk,Hibernating & Lost
3138,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14,Bank Transfer,monthly,14,2,44,4,2,2,422,New Shoppers,Potential & Promising
3139,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,No,40,Cash,every 3 months,40,2,95,2,2,5,225,At Risk (Strong),Hibernating & Lost
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,No,4,Venmo,weekly,4,1,85,5,3,5,535,Needs Engagement,High Risk & Need Attention
3141,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,weekly,37,1,44,2,3,2,232,Dormant Shoppers,Hibernating & Lost
3142,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,No,47,Credit Card,bi-weekly,47,1,30,1,3,1,131,Lost Shoppers,Hibernating & Lost
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4,No,2-Day Shipping,No,No,1,Venmo,quarterly,1,2,21,5,2,1,521,Active Regulars,Potential & Promising
3144,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,No,26,Cash,quarterly,26,2,22,3,2,1,321,At Risk,Hibernating & Lost
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12,Debit Card,quarterly,12,2,70,4,2,4,424,Active Regulars,Potential & Promising
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,fortnightly,16,1,29,4,3,1,431,Potential Loyal,Potential & Promising
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,annually,19,3,83,4,1,4,414,Active Regulars,Potential & Promising
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,No,21,Credit Card,weekly,21,1,99,3,3,5,335,Loyal Buyers,Champions & Loyal
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,weekly,15,1,35,4,3,1,431,Potential Loyal,Potential & Promising
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,annually,9,3,40,5,1,2,512,New Shoppers,Potential & Promising
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,bi-weekly,7,1,25,5,3,1,531,Potential Loyal,Potential & Promising
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47,Bank Transfer,quarterly,47,2,64,1,2,3,123,Dormant Shoppers,Hibernating & Lost
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17,PayPal,monthly,17,2,90,4,2,5,425,Active Regulars,Potential & Promising
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,46,Venmo,fortnightly,46,1,88,1,3,5,135,At Risk (Strong),Hibernating & Lost
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32,Cash,quarterly,32,2,55,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,annually,34,3,90,2,1,5,215,High-Value At Risk,High Risk & Need Attention
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18,Cash,monthly,18,2,50,4,2,2,422,New Shoppers,Potential & Promising
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,No,5,Debit Card,fortnightly,5,1,34,5,3,1,531,Potential Loyal,Potential & Promising
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44,Credit Card,monthly,44,2,77,1,2,4,124,At Risk (Strong),Hibernating & Lost
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,No,4,Bank Transfer,quarterly,4,2,89,5,2,5,525,Active Regulars,Potential & Promising
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37,Cash,fortnightly,37,1,87,2,3,5,235,At Risk (Strong),Hibernating & Lost
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43,Cash,monthly,43,2,77,1,2,4,124,At Risk (Strong),Hibernating & Lost
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,No,28,Bank Transfer,quarterly,28,2,85,3,2,5,325,Needs Engagement,High Risk & Need Attention
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36,Cash,monthly,36,2,66,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,No,16,Credit Card,annually,16,3,32,4,1,1,411,New Shoppers,Potential & Promising
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3,No,Store Pickup,No,No,38,Bank Transfer,every 3 months,38,2,92,2,2,5,225,At Risk (Strong),Hibernating & Lost
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37,Bank Transfer,fortnightly,37,1,80,2,3,4,234,At Risk (Strong),Hibernating & Lost
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,bi-weekly,9,1,78,5,3,4,534,Needs Engagement,High Risk & Need Attention
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14,PayPal,fortnightly,14,1,24,4,3,1,431,Potential Loyal,Potential & Promising
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3,Venmo,weekly,3,1,59,5,3,3,533,Potential Loyal,Potential & Promising
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10,Credit Card,fortnightly,10,1,41,5,3,2,532,Potential Loyal,Potential & Promising
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26,Bank Transfer,bi-weekly,26,1,26,3,3,1,331,At Risk,Hibernating & Lost
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30,Debit Card,bi-weekly,30,1,52,3,3,3,333,Potential Loyal,Potential & Promising
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,No,32,PayPal,fortnightly,32,1,46,2,3,2,232,Dormant Shoppers,Hibernating & Lost
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35,PayPal,monthly,35,2,52,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26,Debit Card,every 3 months,26,2,42,3,2,2,322,Dormant Shoppers,Hibernating & Lost
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,monthly,39,2,37,2,2,2,222,Dormant Shoppers,Hibernating & Lost
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31,Credit Card,monthly,31,2,52,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,No,28,Credit Card,annually,28,3,34,3,1,1,311,New Shoppers,Potential & Promising
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,No,12,Debit Card,bi-weekly,12,1,88,4,3,5,435,Loyal Buyers,Champions & Loyal
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,No,46,PayPal,weekly,46,1,88,1,3,5,135,At Risk (Strong),Hibernating & Lost
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27,PayPal,every 3 months,27,2,51,3,2,2,322,Dormant Shoppers,Hibernating & Lost
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,No,4,Credit Card,annually,4,3,97,5,1,5,515,Active Regulars,Potential & Promising
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,No,14,Cash,every 3 months,14,2,56,4,2,3,423,Potential Loyal,Potential & Promising
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30,Venmo,quarterly,30,2,53,3,2,3,323,Potential Loyal,Potential & Promising
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,No,6,PayPal,annually,6,3,71,5,1,4,514,Active Regulars,Potential & Promising
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43,Venmo,annually,43,3,93,1,1,5,115,High-Value At Risk,High Risk & Need Attention
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28,Debit Card,weekly,28,1,72,3,3,4,334,Needs Engagement,High Risk & Need Attention
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39,Bank Transfer,monthly,39,2,59,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30,PayPal,bi-weekly,30,1,87,3,3,5,335,Loyal Buyers,Champions & Loyal
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,5,Credit Card,fortnightly,5,1,78,5,3,4,534,Needs Engagement,High Risk & Need Attention
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42,Credit Card,every 3 months,42,2,68,1,2,3,123,Dormant Shoppers,Hibernating & Lost
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3,No,Free Shipping,No,No,20,Cash,fortnightly,20,1,76,4,3,4,434,Needs Engagement,High Risk & Need Attention
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4,No,Express,No,No,35,Credit Card,fortnightly,35,1,99,2,3,5,235,At Risk (Strong),Hibernating & Lost
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,No,10,Credit Card,bi-weekly,10,1,52,5,3,3,533,Potential Loyal,Potential & Promising
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,No,36,Credit Card,quarterly,36,2,58,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,fortnightly,21,1,59,3,3,3,333,Potential Loyal,Potential & Promising
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,No,29,Credit Card,every 3 months,29,2,71,3,2,4,324,Needs Engagement,High Risk & Need Attention
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39,Debit Card,weekly,39,1,94,2,3,5,235,At Risk (Strong),Hibernating & Lost
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,No,16,PayPal,monthly,16,2,40,4,2,2,422,New Shoppers,Potential & Promising
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32,Credit Card,monthly,32,2,24,2,2,1,221,At Risk,Hibernating & Lost
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34,Cash,monthly,34,2,38,2,2,2,222,Dormant Shoppers,Hibernating & Lost
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38,Venmo,annually,38,3,37,2,1,2,212,Dormant Shoppers,Hibernating & Lost
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,No,14,Venmo,annually,14,3,29,4,1,1,411,New Shoppers,Potential & Promising
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,bi-weekly,23,1,92,3,3,5,335,Loyal Buyers,Champions & Loyal
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50,Bank Transfer,every 3 months,50,2,24,1,2,1,121,Lost Shoppers,Hibernating & Lost
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3,No,Free Shipping,No,No,49,PayPal,monthly,49,2,52,1,2,3,123,Dormant Shoppers,Hibernating & Lost
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14,PayPal,annually,14,3,29,4,1,1,411,New Shoppers,Potential & Promising
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42,PayPal,weekly,42,1,30,1,3,1,131,Lost Shoppers,Hibernating & Lost
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,annually,39,3,31,2,1,1,211,Dormant Shoppers,Hibernating & Lost
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43,Venmo,bi-weekly,43,1,67,1,3,3,133,At Risk (Strong),Hibernating & Lost
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,monthly,12,2,65,4,2,3,423,Potential Loyal,Potential & Promising
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,weekly,21,1,22,3,3,1,331,At Risk,Hibernating & Lost
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,monthly,33,2,56,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6,Debit Card,annually,6,3,78,5,1,4,514,Active Regulars,Potential & Promising
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,every 3 months,10,2,90,5,2,5,525,Active Regulars,Potential & Promising
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,weekly,18,1,85,4,3,5,435,Loyal Buyers,Champions & Loyal
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46,Venmo,weekly,46,1,58,1,3,3,133,At Risk (Strong),Hibernating & Lost
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,No,49,PayPal,monthly,49,2,34,1,2,1,121,Lost Shoppers,Hibernating & Lost
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39,Credit Card,weekly,39,1,40,2,3,2,232,Dormant Shoppers,Hibernating & Lost
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,monthly,16,2,29,4,2,1,421,New Shoppers,Potential & Promising
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash,annually,28,3,76,3,1,4,314,Active Regulars,Potential & Promising
